tenure,InternetService,OnlineSecurity,TechSupport,Contract,MonthlyCharges,Churn
72,Fiber optic,Yes,Yes,Two year,115.6,No
55,No,No internet service,No internet service,Two year,19.35,No
23,No,No internet service,No internet service,Two year,25.6,No
32,Fiber optic,No,No,Month-to-month,80.35,Yes
56,DSL,Yes,No,One year,68.75,No
1,No,No internet service,No internet service,Month-to-month,19.9,No
38,DSL,Yes,Yes,One year,70.6,No
11,Fiber optic,No,No,Month-to-month,70.2,No
1,DSL,No,Yes,Month-to-month,49.3,No
56,Fiber optic,No,Yes,One year,107.25,No
3,No,No internet service,No internet service,Month-to-month,23.6,No
7,DSL,Yes,No,Month-to-month,69.7,No
59,Fiber optic,No,No,Two year,99.5,No
7,DSL,No,Yes,Month-to-month,64.3,No
71,DSL,Yes,Yes,Two year,70.85,No
15,Fiber optic,Yes,Yes,One year,101.9,No
71,DSL,Yes,Yes,Two year,73.5,No
35,Fiber optic,No,No,Month-to-month,100.25,Yes
11,DSL,No,Yes,One year,40.4,No
60,No,No internet service,No internet service,Two year,19.25,No
47,DSL,No,Yes,Two year,59.6,No
11,DSL,No,Yes,One year,64.9,No
56,Fiber optic,No,No,One year,100.3,Yes
28,Fiber optic,No,Yes,Month-to-month,110.85,No
61,DSL,Yes,Yes,Two year,81.05,No
31,Fiber optic,Yes,No,One year,98.05,No
9,Fiber optic,No,No,Month-to-month,70.5,No
35,Fiber optic,Yes,No,Month-to-month,94.55,No
2,No,No internet service,No internet service,Month-to-month,19.65,No
12,No,No internet service,No internet service,Month-to-month,19,Yes
1,Fiber optic,Yes,No,Month-to-month,75.3,Yes
4,Fiber optic,No,No,Month-to-month,89.2,Yes
1,No,No internet service,No internet service,Month-to-month,19,No
3,No,No internet service,No internet service,Month-to-month,20,No
1,Fiber optic,No,No,Month-to-month,85.7,Yes
52,DSL,Yes,No,Two year,63.25,No
5,No,No internet service,No internet service,One year,20.1,No
72,Fiber optic,Yes,No,Two year,99.15,No
71,DSL,Yes,Yes,Two year,90.4,No
72,Fiber optic,Yes,Yes,Two year,111.9,No
46,No,No internet service,No internet service,One year,24.9,No
63,DSL,Yes,No,Two year,83.5,No
30,Fiber optic,Yes,No,Month-to-month,84.3,No
1,DSL,No,No,Month-to-month,45.6,No
12,DSL,Yes,Yes,Month-to-month,61.65,Yes
16,DSL,Yes,Yes,Two year,54.85,No
4,DSL,No,Yes,Month-to-month,65.55,No
51,Fiber optic,No,No,One year,90.35,No
65,No,No internet service,No internet service,Two year,20.4,No
16,Fiber optic,No,Yes,Month-to-month,74.55,No
2,No,No internet service,No internet service,One year,19.95,No
66,Fiber optic,No,No,One year,74.25,No
46,Fiber optic,No,Yes,Two year,108.65,No
32,Fiber optic,Yes,Yes,One year,109.55,No
72,DSL,Yes,Yes,Two year,86.65,No
38,DSL,Yes,Yes,Two year,81,No
51,DSL,No,Yes,One year,47.85,No
72,Fiber optic,Yes,Yes,Two year,114.55,No
65,Fiber optic,Yes,No,Month-to-month,105.25,Yes
9,DSL,No,No,Month-to-month,29.95,Yes
9,DSL,Yes,Yes,Month-to-month,65,Yes
66,No,No internet service,No internet service,Two year,20.55,No
44,Fiber optic,Yes,No,One year,109.8,No
50,DSL,No,Yes,Two year,69.5,No
15,DSL,No,No,Month-to-month,48.85,No
8,DSL,No,No,Month-to-month,25.25,No
66,Fiber optic,No,Yes,One year,102.85,No
57,Fiber optic,Yes,Yes,Month-to-month,87.55,No
7,Fiber optic,No,No,Month-to-month,78.55,No
10,DSL,No,No,Month-to-month,34.55,No
62,Fiber optic,Yes,No,One year,92.05,No
40,Fiber optic,No,No,One year,85.05,No
20,No,No internet service,No internet service,Two year,19.7,No
7,No,No internet service,No internet service,Month-to-month,20,Yes
25,Fiber optic,No,Yes,Month-to-month,95.15,No
23,Fiber optic,No,No,Month-to-month,84.25,No
66,Fiber optic,No,No,One year,104.6,No
72,Fiber optic,No,Yes,Two year,111.65,No
49,Fiber optic,No,No,Month-to-month,90.05,Yes
43,Fiber optic,No,Yes,Month-to-month,110.75,Yes
46,DSL,Yes,No,Month-to-month,55,No
72,DSL,Yes,Yes,Two year,89.85,No
10,No,No internet service,No internet service,One year,20.35,No
40,DSL,Yes,Yes,One year,54.55,No
65,Fiber optic,No,No,Month-to-month,105.5,Yes
31,Fiber optic,No,Yes,Two year,99.45,No
68,DSL,Yes,Yes,Two year,70.9,No
56,Fiber optic,Yes,No,One year,104.55,Yes
10,Fiber optic,No,No,Month-to-month,85.25,Yes
68,No,No internet service,No internet service,Two year,25.4,No
43,DSL,No,No,Month-to-month,56.15,Yes
1,Fiber optic,No,No,Month-to-month,89.55,Yes
49,Fiber optic,No,No,One year,89.85,No
15,No,No internet service,No internet service,Month-to-month,25.25,No
20,Fiber optic,No,No,Month-to-month,94.55,Yes
1,DSL,No,No,Month-to-month,45.7,Yes
50,DSL,No,Yes,One year,69.65,No
2,Fiber optic,No,No,Month-to-month,89.5,Yes
24,Fiber optic,No,No,Month-to-month,70,No
3,Fiber optic,No,No,Month-to-month,69.55,Yes
1,Fiber optic,No,No,Month-to-month,74.6,Yes
35,No,No internet service,No internet service,Two year,20.1,No
17,No,No internet service,No internet service,Month-to-month,24.8,No
8,No,No internet service,No internet service,Month-to-month,19.65,Yes
10,Fiber optic,No,Yes,Month-to-month,95.1,No
68,DSL,Yes,Yes,Two year,88.85,No
45,DSL,Yes,No,One year,78.8,No
2,No,No internet service,No internet service,One year,19.85,Yes
37,No,No internet service,No internet service,Month-to-month,20.35,No
4,DSL,No,No,Month-to-month,24.25,Yes
10,DSL,No,No,Month-to-month,45.25,No
1,No,No internet service,No internet service,Month-to-month,20.05,No
65,DSL,Yes,No,Two year,69.55,No
57,No,No internet service,No internet service,Two year,19.5,No
3,Fiber optic,No,No,Month-to-month,74.75,No
2,Fiber optic,No,No,Month-to-month,69.65,Yes
49,DSL,No,No,Month-to-month,30.2,No
4,DSL,No,No,Month-to-month,45.65,Yes
70,DSL,No,Yes,Two year,57.8,No
53,No,No internet service,No internet service,One year,19.85,No
53,No,No internet service,No internet service,Two year,25.55,No
1,Fiber optic,No,No,Month-to-month,75.05,Yes
22,No,No internet service,No internet service,Month-to-month,24.85,No
52,DSL,No,No,Month-to-month,49.15,Yes
65,Fiber optic,Yes,Yes,Two year,110.35,No
48,No,No internet service,No internet service,One year,24.55,No
2,DSL,No,No,Month-to-month,34.7,Yes
3,Fiber optic,No,No,Month-to-month,107.95,No
45,Fiber optic,No,No,Month-to-month,81.4,No
1,Fiber optic,No,No,Month-to-month,80,Yes
61,DSL,No,Yes,Two year,73.8,No
3,DSL,Yes,Yes,Month-to-month,64.4,No
40,Fiber optic,No,Yes,One year,103.75,No
1,Fiber optic,No,No,Month-to-month,71.1,No
1,DSL,No,Yes,Month-to-month,49.9,No
51,No,No internet service,No internet service,One year,24.6,No
2,DSL,Yes,No,Month-to-month,49.25,Yes
52,DSL,No,No,One year,30.1,No
51,Fiber optic,No,No,Month-to-month,83.4,No
1,No,No internet service,No internet service,Month-to-month,20.45,No
31,DSL,Yes,Yes,One year,75.25,No
47,No,No internet service,No internet service,One year,20.55,No
3,Fiber optic,No,No,Month-to-month,75.1,Yes
22,No,No internet service,No internet service,One year,20.05,No
1,No,No internet service,No internet service,Month-to-month,20.65,No
72,DSL,No,Yes,Two year,85.15,No
3,DSL,No,No,Month-to-month,50.15,Yes
47,Fiber optic,No,No,One year,84.95,No
72,DSL,Yes,Yes,Two year,66.5,No
66,DSL,No,No,Two year,63.3,No
35,Fiber optic,No,No,Month-to-month,83.15,No
29,Fiber optic,No,No,Month-to-month,84.9,No
2,No,No internet service,No internet service,Month-to-month,20.55,No
4,DSL,No,No,Month-to-month,49.25,No
25,Fiber optic,Yes,No,Month-to-month,79.85,Yes
65,DSL,Yes,Yes,Two year,59.6,No
27,Fiber optic,No,Yes,One year,104.65,No
29,Fiber optic,No,No,Month-to-month,75.3,No
29,DSL,No,No,Month-to-month,80.1,No
1,No,No internet service,No internet service,Month-to-month,19.55,Yes
20,Fiber optic,No,Yes,Month-to-month,81,No
58,No,No internet service,No internet service,Two year,24.7,No
14,Fiber optic,Yes,Yes,Month-to-month,86,No
72,No,No internet service,No internet service,Two year,25.4,No
46,Fiber optic,Yes,No,Month-to-month,89.15,No
71,DSL,No,Yes,Two year,58.25,No
32,Fiber optic,No,No,Month-to-month,85.65,No
26,DSL,No,No,Month-to-month,50.35,No
68,Fiber optic,No,No,Month-to-month,80.35,No
2,No,No internet service,No internet service,One year,20.2,No
61,No,No internet service,No internet service,Two year,20.55,No
4,Fiber optic,No,No,Month-to-month,85.95,Yes
3,DSL,No,No,Month-to-month,45.35,Yes
33,Fiber optic,No,No,Month-to-month,94.5,Yes
9,No,No internet service,No internet service,Month-to-month,21.25,No
22,No,No internet service,No internet service,Two year,26.25,No
5,Fiber optic,No,No,Month-to-month,80.85,No
30,Fiber optic,Yes,No,Month-to-month,91.7,Yes
65,DSL,No,Yes,Two year,74.2,No
45,Fiber optic,No,Yes,Month-to-month,87.25,Yes
5,No,No internet service,No internet service,Month-to-month,20.35,No
25,Fiber optic,No,No,Month-to-month,75.5,No
72,Fiber optic,Yes,No,Two year,79.05,No
27,Fiber optic,No,No,Month-to-month,90.15,No
32,DSL,No,No,Month-to-month,50.6,No
30,Fiber optic,No,Yes,One year,110.45,No
70,Fiber optic,Yes,Yes,Two year,101,No
42,Fiber optic,No,No,Month-to-month,79.35,No
72,DSL,Yes,Yes,Two year,89.85,No
47,DSL,Yes,Yes,Two year,65,No
2,Fiber optic,Yes,No,Month-to-month,80.45,No
10,Fiber optic,Yes,No,Month-to-month,98.55,Yes
61,No,No internet service,No internet service,Two year,24.1,No
5,DSL,No,No,Month-to-month,44.05,No
72,Fiber optic,No,Yes,Two year,110.8,No
72,Fiber optic,Yes,Yes,Two year,114.95,No
3,Fiber optic,No,No,Month-to-month,75.05,No
48,No,No internet service,No internet service,Two year,19.25,No
63,Fiber optic,No,Yes,One year,90.05,No
27,DSL,Yes,No,Month-to-month,56.7,No
70,DSL,Yes,No,Two year,80.15,No
7,DSL,Yes,Yes,Month-to-month,71.35,No
0,No,No internet service,No internet service,Two year,20.25,No
2,Fiber optic,Yes,No,Month-to-month,90.35,No
20,Fiber optic,No,No,Month-to-month,98.55,Yes
66,No,No internet service,No internet service,Two year,19.7,No
3,No,No internet service,No internet service,Month-to-month,19.85,No
15,Fiber optic,No,No,Month-to-month,85.9,Yes
72,Fiber optic,Yes,Yes,Two year,90.35,No
1,No,No internet service,No internet service,Month-to-month,20.8,No
22,Fiber optic,No,No,Month-to-month,89.25,Yes
3,Fiber optic,No,No,Month-to-month,70.3,Yes
72,DSL,Yes,Yes,Two year,66.85,No
65,No,No internet service,No internet service,Two year,19.9,No
11,DSL,No,No,Month-to-month,35.8,No
22,Fiber optic,No,No,Month-to-month,78.85,No
14,No,No internet service,No internet service,One year,20.4,No
41,Fiber optic,No,Yes,Month-to-month,74.25,No
17,DSL,Yes,No,One year,64.8,No
11,No,No internet service,No internet service,Month-to-month,20.45,No
15,Fiber optic,No,No,Month-to-month,93.35,Yes
1,No,No internet service,No internet service,Month-to-month,19.9,Yes
5,Fiber optic,Yes,No,Month-to-month,88.9,Yes
33,Fiber optic,No,No,One year,95.8,Yes
72,Fiber optic,Yes,No,Two year,110.65,No
3,DSL,No,No,Month-to-month,40.3,No
2,Fiber optic,No,No,Month-to-month,82,Yes
59,Fiber optic,Yes,Yes,One year,107,No
2,DSL,No,No,Month-to-month,45.35,Yes
71,DSL,No,Yes,Two year,73.35,No
5,DSL,No,No,Month-to-month,44.8,No
27,DSL,Yes,No,Month-to-month,54.75,No
1,DSL,No,Yes,Month-to-month,52.2,Yes
63,DSL,Yes,Yes,One year,40.6,No
46,Fiber optic,Yes,No,One year,110,Yes
72,DSL,Yes,No,Two year,55.3,No
34,DSL,Yes,Yes,Month-to-month,60.85,No
24,DSL,Yes,No,One year,78.4,No
72,DSL,Yes,Yes,Two year,69.65,No
60,DSL,Yes,Yes,Two year,59.85,No
68,DSL,Yes,No,One year,76.9,No
8,No,No internet service,No internet service,Two year,19.85,No
34,DSL,Yes,Yes,Two year,67.65,No
6,DSL,No,No,Month-to-month,45,No
2,DSL,No,Yes,Month-to-month,64.2,No
31,Fiber optic,No,Yes,One year,81.7,No
20,No,No internet service,No internet service,Month-to-month,25.55,No
1,No,No internet service,No internet service,Month-to-month,20,No
62,Fiber optic,No,No,One year,96.75,Yes
70,Fiber optic,No,No,Two year,75.65,No
10,Fiber optic,No,Yes,Month-to-month,98.5,Yes
39,No,No internet service,No internet service,Two year,23.8,No
46,DSL,No,Yes,Two year,64.2,No
6,Fiber optic,No,No,Month-to-month,85.35,Yes
72,DSL,No,No,Two year,76.8,No
18,DSL,No,Yes,Month-to-month,55.2,No
71,Fiber optic,Yes,Yes,Two year,108.55,No
40,Fiber optic,No,No,Month-to-month,101.3,Yes
1,Fiber optic,No,No,Month-to-month,69.55,Yes
58,Fiber optic,No,No,One year,103.25,Yes
70,Fiber optic,Yes,Yes,Two year,104,Yes
42,No,No internet service,No internet service,Two year,25.25,No
34,DSL,Yes,No,One year,30.4,No
5,No,No internet service,No internet service,Month-to-month,20.05,No
25,Fiber optic,No,No,Month-to-month,84.6,No
2,Fiber optic,No,No,Month-to-month,86.2,Yes
55,Fiber optic,No,Yes,One year,103.7,No
21,Fiber optic,No,Yes,Month-to-month,111.2,Yes
70,Fiber optic,Yes,Yes,Two year,88,No
61,Fiber optic,No,Yes,Month-to-month,106.35,No
43,DSL,Yes,Yes,Two year,79.15,No
47,Fiber optic,No,No,One year,103.1,No
5,DSL,No,Yes,Month-to-month,63.95,No
62,No,No internet service,No internet service,Two year,25.8,No
16,Fiber optic,No,No,Month-to-month,89.45,Yes
7,Fiber optic,No,No,Month-to-month,95.6,Yes
14,No,No internet service,No internet service,Month-to-month,25.55,No
60,Fiber optic,No,No,One year,90.95,Yes
34,DSL,No,Yes,Month-to-month,44.85,No
50,Fiber optic,Yes,Yes,One year,108.55,Yes
38,No,No internet service,No internet service,Two year,25.05,No
70,DSL,Yes,Yes,One year,74.1,No
37,Fiber optic,No,No,Month-to-month,88.8,No
4,Fiber optic,No,No,Month-to-month,78.85,Yes
60,Fiber optic,Yes,No,Month-to-month,93.25,No
62,DSL,Yes,Yes,One year,71.4,No
1,DSL,No,No,Month-to-month,44.4,Yes
36,DSL,Yes,Yes,Month-to-month,79.2,No
44,No,No internet service,No internet service,Two year,20.4,No
55,Fiber optic,No,No,One year,100,Yes
72,Fiber optic,Yes,No,Two year,105,No
12,No,No internet service,No internet service,One year,19.8,Yes
13,DSL,Yes,No,Month-to-month,30.85,No
1,Fiber optic,No,No,Month-to-month,89.9,Yes
15,No,No internet service,No internet service,One year,20.55,No
65,DSL,Yes,Yes,Two year,84.85,No
12,DSL,Yes,Yes,One year,33.15,No
72,DSL,Yes,Yes,Two year,92,No
72,DSL,Yes,Yes,Two year,89.8,No
72,Fiber optic,Yes,Yes,Two year,115.8,No
52,DSL,Yes,Yes,Two year,85.15,No
2,No,No internet service,No internet service,Month-to-month,24.85,No
5,DSL,Yes,Yes,Month-to-month,64.35,No
68,No,No internet service,No internet service,Two year,20.5,No
62,Fiber optic,No,No,One year,100.15,Yes
72,DSL,Yes,Yes,Two year,86.05,No
1,DSL,No,No,Month-to-month,50.8,Yes
66,Fiber optic,Yes,Yes,One year,89,No
72,DSL,Yes,Yes,Two year,64.8,No
26,No,No internet service,No internet service,One year,19.8,No
64,Fiber optic,Yes,No,Two year,93.4,No
20,Fiber optic,No,No,Month-to-month,73.65,Yes
3,Fiber optic,No,No,Month-to-month,95.1,Yes
22,Fiber optic,No,No,Month-to-month,94.65,Yes
4,Fiber optic,No,Yes,Month-to-month,80.6,Yes
62,DSL,No,Yes,Two year,39,No
5,No,No internet service,No internet service,Month-to-month,20.5,No
59,Fiber optic,No,No,One year,85.55,Yes
3,No,No internet service,No internet service,Two year,26.4,No
72,Fiber optic,Yes,Yes,Two year,98.2,No
57,Fiber optic,No,No,One year,97.55,No
66,No,No internet service,No internet service,Two year,19.95,No
60,DSL,No,No,Month-to-month,50.8,Yes
45,Fiber optic,No,No,Two year,99.7,No
3,DSL,No,No,Month-to-month,34.8,No
15,Fiber optic,Yes,Yes,Month-to-month,105.1,Yes
51,DSL,Yes,Yes,One year,60.15,No
60,DSL,Yes,Yes,One year,64.75,No
33,DSL,No,No,Month-to-month,54.65,No
10,Fiber optic,Yes,Yes,Month-to-month,110.1,Yes
26,No,No internet service,No internet service,One year,19.3,No
6,Fiber optic,No,No,Month-to-month,83.9,Yes
67,Fiber optic,Yes,Yes,One year,111.25,No
49,DSL,Yes,Yes,One year,35.8,No
1,No,No internet service,No internet service,Month-to-month,20.05,No
7,Fiber optic,No,No,Month-to-month,84.35,No
27,Fiber optic,Yes,No,One year,110.5,No
37,Fiber optic,No,No,One year,91.2,No
63,Fiber optic,Yes,No,Month-to-month,100.55,Yes
31,Fiber optic,Yes,Yes,Month-to-month,89.3,No
50,Fiber optic,No,No,Month-to-month,103.85,Yes
32,Fiber optic,No,No,Month-to-month,81.1,No
1,DSL,No,No,Month-to-month,24.6,Yes
63,Fiber optic,No,Yes,One year,81.2,No
30,Fiber optic,Yes,No,Month-to-month,94.3,No
71,Fiber optic,Yes,Yes,Two year,116.1,No
53,Fiber optic,No,No,Two year,105.55,No
12,Fiber optic,Yes,Yes,Month-to-month,98.9,Yes
50,Fiber optic,Yes,No,Month-to-month,94.4,No
2,No,No internet service,No internet service,Month-to-month,19.5,No
9,Fiber optic,No,No,Month-to-month,98.3,Yes
17,Fiber optic,Yes,No,Month-to-month,93.85,Yes
56,Fiber optic,Yes,No,One year,105.6,No
67,DSL,Yes,No,Two year,81.35,No
9,Fiber optic,No,No,Month-to-month,100.5,Yes
4,DSL,No,No,Month-to-month,56.4,No
19,DSL,No,Yes,One year,65.35,No
8,No,No internet service,No internet service,Month-to-month,19.95,No
71,Fiber optic,No,Yes,Two year,111.25,No
10,Fiber optic,No,No,Month-to-month,72.85,Yes
15,Fiber optic,No,No,Month-to-month,89,No
72,Fiber optic,Yes,No,One year,106.1,No
12,No,No internet service,No internet service,One year,20.05,No
72,No,No internet service,No internet service,Two year,25.2,No
1,Fiber optic,No,No,Month-to-month,73.55,Yes
23,Fiber optic,Yes,No,Month-to-month,75.4,No
72,DSL,Yes,Yes,Two year,65.55,No
26,Fiber optic,No,No,Month-to-month,80.7,No
21,Fiber optic,No,Yes,One year,104.55,No
60,No,No internet service,No internet service,One year,24.15,No
12,No,No internet service,No internet service,Month-to-month,20.45,No
16,Fiber optic,No,No,Month-to-month,75.4,No
63,DSL,Yes,No,One year,79.7,No
22,Fiber optic,Yes,No,Month-to-month,81.7,No
32,DSL,Yes,Yes,Month-to-month,76.3,No
3,Fiber optic,No,No,Month-to-month,79.4,Yes
13,Fiber optic,No,No,Month-to-month,81.15,Yes
68,Fiber optic,No,Yes,Two year,103.75,No
30,Fiber optic,No,No,One year,86.45,No
16,Fiber optic,No,No,Month-to-month,75.1,No
33,Fiber optic,No,Yes,Two year,80.6,No
72,No,No internet service,No internet service,Two year,19.3,No
4,Fiber optic,No,No,Month-to-month,84.6,Yes
12,DSL,Yes,Yes,One year,33.6,No
4,Fiber optic,No,No,Month-to-month,83.25,No
0,DSL,Yes,No,Two year,80.85,No
6,Fiber optic,Yes,No,Month-to-month,79.05,Yes
65,Fiber optic,No,Yes,One year,108.05,No
15,No,No internet service,No internet service,Month-to-month,19.9,No
24,No,No internet service,No internet service,One year,21.05,No
13,DSL,No,No,Month-to-month,30.15,No
24,Fiber optic,No,No,Month-to-month,79.85,No
72,DSL,Yes,Yes,Two year,65.5,No
54,Fiber optic,Yes,No,Month-to-month,104.1,No
3,Fiber optic,No,No,Month-to-month,74.4,Yes
4,No,No internet service,No internet service,Month-to-month,20.5,No
32,Fiber optic,No,No,Month-to-month,91.35,No
35,Fiber optic,No,No,Month-to-month,99.05,Yes
35,No,No internet service,No internet service,Two year,20.5,No
2,DSL,No,No,Month-to-month,44.95,Yes
8,Fiber optic,No,No,Month-to-month,75.6,No
22,DSL,Yes,Yes,Month-to-month,55.1,No
15,DSL,Yes,Yes,Month-to-month,58.95,No
22,Fiber optic,No,No,Month-to-month,95.1,No
1,DSL,No,No,Month-to-month,44.7,Yes
71,No,No internet service,No internet service,Two year,25.45,No
4,DSL,Yes,No,Month-to-month,56.75,No
25,DSL,Yes,Yes,Month-to-month,81.75,No
32,Fiber optic,No,No,Month-to-month,86.1,No
7,DSL,Yes,No,Month-to-month,29.8,No
17,No,No internet service,No internet service,One year,20.5,No
8,DSL,Yes,No,Month-to-month,60.9,No
56,DSL,Yes,Yes,Two year,73.25,No
1,DSL,No,No,Month-to-month,45.7,Yes
8,Fiber optic,Yes,Yes,Month-to-month,100.3,Yes
7,No,No internet service,No internet service,Month-to-month,19.25,Yes
3,No,No internet service,No internet service,Month-to-month,20.85,No
71,DSL,Yes,Yes,Two year,77.35,No
2,Fiber optic,No,No,Month-to-month,96,Yes
1,Fiber optic,No,No,Month-to-month,90.55,Yes
49,Fiber optic,Yes,No,Month-to-month,93.85,No
58,DSL,No,Yes,Two year,70.1,No
44,DSL,No,No,Month-to-month,30.35,Yes
59,DSL,No,Yes,Two year,75.95,No
71,Fiber optic,Yes,Yes,Two year,108.05,Yes
1,Fiber optic,No,No,Month-to-month,69.9,Yes
11,Fiber optic,No,No,Month-to-month,75.25,No
62,Fiber optic,No,No,One year,103.75,Yes
35,DSL,Yes,Yes,One year,54.95,No
20,No,No internet service,No internet service,Month-to-month,19.5,No
40,No,No internet service,No internet service,Two year,19.6,No
39,DSL,Yes,No,One year,47.85,No
1,Fiber optic,No,No,Month-to-month,86.6,Yes
72,No,No internet service,No internet service,Two year,23.75,No
33,Fiber optic,No,No,Month-to-month,80.6,Yes
12,DSL,No,No,Month-to-month,43.8,No
1,No,No internet service,No internet service,Month-to-month,19.75,No
27,No,No internet service,No internet service,Month-to-month,19.15,No
34,No,No internet service,No internet service,One year,19.6,No
56,Fiber optic,Yes,No,Two year,80.3,No
58,No,No internet service,No internet service,Two year,24.35,No
22,No,No internet service,No internet service,Two year,25.25,No
10,No,No internet service,No internet service,Two year,26.1,No
13,No,No internet service,No internet service,Two year,20,No
35,Fiber optic,No,Yes,Month-to-month,85.3,Yes
34,Fiber optic,No,No,Month-to-month,70,Yes
4,Fiber optic,No,No,Month-to-month,94.3,Yes
72,No,No internet service,No internet service,Two year,20.7,No
2,DSL,No,Yes,Month-to-month,70.3,No
7,Fiber optic,No,No,Month-to-month,95.35,Yes
27,Fiber optic,No,No,Month-to-month,75.5,Yes
